casenum,year,citevol,beginpage,endopin,endpage,decisiondate,docketnum,multdoc,source,origin,method,treatment,initiator,intervenor,applfrom,classaction,crossapp,amicus,circuit,opinionstatus,state,district,districtjudgeid,adminreview,priorpub,sanctions,numappel,appnatpr,appbus,appnonp,appfed,appsubst,alst_code,appstate,astate_code,appfiduc,afirms,aatty,aattyfirstname,aattylastname,afirmname,aamicusbriefs,agroups,afirstlistedamicusgroup,genappel1,appel1,bank_ap1,genappel2,appel2,bank_ap2,realapplnts,acounsel1,numresp,r_natpr,r_bus,r_nonp,r_fed,r_appsubst,rlst_code,r_state,statecode,rfiduc,rfirms,ratty,rattyfirstname,rattylastname,rfirmname,ramicusbrfs,rgroups,rnameoffirstlistedamicusgroup,genresp1,respond1,bank_r1,genresp2,respond2,bank_r2,realrespondants,rcounselcode,isstyp,genissue,casetype1,direct1,casetype2,direct2,majvotes,dissent,concur,dmbasis,cmbasis,cmbasis2,dpbasis,cpbasis,cpbasis2,habes,decon,constit,fedlaw,fedlaw2,procedure,keynotes,constnote1,constnote2,uscnote1,uscsec1,uscnote2,uscsec2,civproc1,civproc2,crmproc1,crmproc2,threshgen,turnthresh,juris,stateclaim,standing,mootness,exhaust,timely,immunity,frivol,polquest,otherres,late,frivapp,otherapp,typeissue,prejud,insane,improper,justyinst,othjury,deathpen,sentence,indict,confess,search,othadmis,plea,inadqecounsel,rtcouns,suffic,indigent,entrap,procdis,othercrim,dueproc,execord,stpolicy,weightev,pretrial,trialpro,posttrial,attyfee,judgdisc,altdisp,injunct,summary,fedvst,foreign,intlaw,stvst,discover,othercivil,subevid,denovo,capricious,erroneous,abusediscr,judreview,genstd,notice,alj,agencyacq,freeinfo,comment,record,diverse,whichlaw,j1,j2,j2vote1,j2vote2,j2maj1,j2maj2,j3,j3vote1,j3vote2,j3maj1,j3maj2,j4,j4vote1,j4vote2,j4maj1,j4maj2,j5,j5vote1,j5vote2,j5maj1,j5maj2,j6,j6vote1,j6vote2,j6maj1,j6maj2,j7,j7vote1,j7vote2,j7maj1,j7maj2,j8,j8vote1,j8vote2,j8maj1,j8maj2,j9,j9vote1,j9vote2,j9maj1,j9maj2,j10,j10vote1,j10vote2,j10maj1,j10maj2,j11,j11vote1,j11vote2,j11maj1,j11maj2,j13,j13vote1,j13vote2,j13maj1,j13maj2,j14,j14vote1,j14vote2,j14maj1,j14maj2,j15,j15vote1,j15vote2,j15maj1
21187,2000,204,553,564,573,03/02/00,98-4462,1,1,1,1,1,2,0,1,0,0,0,4,1,20,7,99999,15,,0,1,1,0,0,0,0,0,0,0,0,1,3,Denise Charlotte,Barrett,Asst. Federal Public Defender,0,0,0,7,71000,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Tarra R.,DeShields-Minnis,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,1,113,1,,,2,1,0,0,,,1,,,0,0,1,0,0,0,16,106,,18,924,18,922,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,821,1,,1,,412,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21188,2000,233,313,318,318,11/21/00,99-4169,2,1,5,1,1,2,0,10,0,0,0,4,1,20,7,20435,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Susan Marie,Bauer,Office of Fed. Public Defender,0,0,0,7,71000,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Hollis Raphael,Weisman,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,1,113,1,,,3,0,0,,,,,,,0,0,0,0,0,0,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,423,1,,1,,428,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21189,2000,216,388,398,398,06/20/00,99-1555,1,1,1,1,4,2,0,3,0,0,0,4,1,20,7,20439,15,,0,1,0,1,0,0,0,0,0,0,0,2,4,Peter Meil,Wang,"Friedman, Wang & Bleiberg",0,0,0,1,14707,2,,,,0,4,1,0,1,0,0,0,0,0,0,0,1,3,Anthony Linn,Meagher,Piper & Marbury,0,0,,1,14607,2,,,,0,4,0,7,731,0,,,3,0,0,,,,,,,0,0,0,0,0,0,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,225,0,,1,,20463,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21190,2000,228,524,529,530,09/27/00,99-4465,1,1,1,1,4,2,0,1,0,0,0,4,1,40,7,20449,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Lesa,Washington,Asst. Federal Public Defender,0,0,0,7,71000,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,B. Jean,Howard,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,1,113,3,,,2,1,0,,,,,,,0,0,2,0,0,0,11,104,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,435,3,,1,,434,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21191,2000,234,174,179,179,12/05/00,00-4257,1,1,1,1,4,1,0,5,0,0,0,4,1,46,1,20455,15,,0,1,0,0,0,1,0,0,0,0,0,1,3,Vincent L.,Gambole,Asst. U.S. Attorney,0,0,0,3,39000,2,,,,0,5,1,1,0,0,0,0,0,0,0,0,99,1,Alan Hideto,Yamamoto,,0,0,,7,71000,2,,,,0,4,0,1,109,1,,,3,0,0,,,,,,,0,0,0,2,0,0,5,,,18,1201,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,425,1,,1,,433,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21192,2000,231,155,165,165,04/04/00,99-1955,3,1,1,1,1,2,0,3,0,1,0,4,2,33,1,10411,15,,0,10,0,0,0,0,0,0,10,33,0,1,4,Susan Kelly,Nichols,"Special Deputy Attorney General, NC",0,0,0,5,53007,2,5,52002,2,0,6,2,0,0,2,0,0,0,0,0,0,1,3,Heidi Karin,Meyer,"Bopp, Coleson & Bolstrom",0,0,,2,22002,2,2,22002,2,0,4,0,3,315,3,,,3,0,0,,,,,,,0,7,1,0,0,0,10,101,,42,1988,,,,,,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,521,3,,1,,10431,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21193,2000,221,648,655,655,07/27/00,99-2140,2,1,1,1,1,1,0,5,0,0,0,4,1,46,1,10430,15,57 F Supp 2d 330,0,1,1,0,0,0,0,0,0,0,0,1,1,Pamela Bruce,Stewart,,0,0,0,7,73000,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,5,Charles Wylie,Scarborough,Dept. of Justice,0,0,,3,39004,2,,,,0,5,0,2,231,1,,,3,0,0,,,,,,,0,0,0,1,0,0,8,,,42,2000,,,,,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10414,423,1,,1,,433,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194,2000,232,399,406,406,11/16/00,99-4599,1,1,1,1,8,2,0,4,0,0,0,4,1,33,7,20440,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Christopher Ford,Cowan,"Cowan, North & Lafratta",0,0,0,7,71000,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Anne Margaret,Hayes,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,1,104,1,,,3,0,0,,,,,,,0,0,0,0,1,1,9,,,18,3742,18,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,425,2,,1,,434,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21195,2000,201,290,296,296,01/07/00,96-4666,1,1,1,1,4,2,0,6,0,0,0,4,1,33,2,10436,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,George Alan,DuBois,Asst. Federal Public Defender,0,0,0,7,71000,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Brian Lee,Whisler,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,1,112,3,,,3,0,0,,,,,,,0,0,0,0,0,0,11,,,18,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,425,3,,1,,434,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21196,2000,228,489,495,503,10/03/00,99-1617,1,1,1,1,1,2,0,8,0,0,0,4,1,20,7,20432,15,,0,2,0,2,0,0,0,0,0,0,0,2,4,Robert Lloyd,Raskoff,White & Case,0,0,0,1,13906,2,1,13906,2,0,4,1,1,0,0,0,0,0,0,0,0,1,2,Howard J.,Schulman,Schulman & Kaufman,0,0,,7,71002,2,,,,0,4,0,7,711,3,,,2,1,0,1,,,0,,,0,0,0,0,0,1,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,423,3,,1,,434,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21197,2000,231,912,923,923,11/03/00,99-4813,1,1,1,1,1,2,0,4,0,0,1,4,1,20,7,20439,15,,0,1,1,0,0,0,0,0,0,0,0,99,1,Alan Royce Lee,Bussard,,1,3,,7,71000,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Joseph Lee,Evans,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,3,307,1,114,1,3,0,0,,,,,,,0,0,1,1,0,0,21,101,105,18,2252,18,2256,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,430,1,1,1,1,431,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21198,2000,235,892,897,897,12/20/00,99-7314,1,1,1,1,3,1,0,5,0,0,0,4,1,33,1,20414,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Lathrop B.,Nelson III,"Appellate Litigation Clinic, Univ. of VA Law School",0,0,0,7,71000,2,,,,0,8,2,0,0,0,0,0,0,2,33,0,1,2,John Gibbs,Barnwell,"Asst. Attorney General, NC",0,0,,5,56003,2,5,57001,2,4,6,0,1,110,3,,,3,0,0,,,,,,,1,0,2,0,0,0,12,106,,28,2254,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,425,3,,1,,433,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21199,2000,221,686,689,690,07/31/00,99-6721,1,1,1,1,1,2,0,5,0,0,0,4,1,20,7,20435,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Christopher Eric,Gatewood,Univ. of VA School of Law Appellate Litigation Clinic,0,0,0,7,71000,2,,,,0,8,1,0,0,0,1,0,0,0,0,0,1,2,Andrew Clayton,White,Asst. U.S. Attorney,0,0,,3,39000,2,,,,0,5,0,1,113,1,,,3,0,1,,0,,,2,,0,0,0,1,0,0,5,,,28,2255,28,2244,,,33,,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,433,1,,1,,434,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21200,2000,216,401,416,441,06/23/00,98-1481,1,14,1,4,2,2,0,12,0,0,3,4,1,46,1,20455,15,167 F 3d 191,0,1,0,0,0,0,0,0,1,46,0,1,5,William Henry,Hurd,"Office of the Attorney General, VA",0,0,0,5,52001,2,,,,0,6,6,6,0,0,0,0,0,0,0,0,2,5,Majorie,Heins,ACLU Foundation,3,3,American Assciation of University Professors,7,71005,2,7,73005,2,0,7,0,2,307,1,,,7,4,3,1,3,1,0,0,0,0,0,2,0,0,0,16,101,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,423,1,,1,,428,1,,1,,430,1,,3,,431,1,,1,,435,1,,1,,429,1,,3,,412,3,,2,,432,3,,2,,433,3,,2,,434,3,,2,,,,,,,,,,,,,,,
21201,2000,203,898,902,902,02/25/00,99-40544,1,1,1,7,1,1,0,3,0,0,0,5,2,43,5,30568,15,957 F Supp 930,0,99,0,1,0,0,0,0,0,0,0,1,2,Edward D,Vickery,Royston Rayzor Vickery Williams,0,0,0,1,13702,2,,,,0,4,1,0,1,0,0,0,0,0,0,0,1,2,B Michael,Bennett,Lensing Cowles Thompson,0,0,,1,14405,2,,,,0,4,0,7,734,2,,,3,0,0,,,,,,,0,0,0,0,0,1,9,,,43,1349,26,104,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,564,2,,1,,568,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21202,2000,215,483,489,489,06/14/00,99-40620,1,1,1,1,1,2,0,1,0,0,0,5,1,43,5,10587,15,,0,1,1,0,0,0,0,0,0,0,0,1,3,Raquel K,Wilson,Federal Public Defender,0,0,0,7,71800,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Kathlyn G,Snyder,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,10,1,,,3,0,0,,,,,,,0,0,1,0,0,1,7,104,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,543,1,,1,,567,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21203,2000,227,268,273,273,11/12/00,99-60448,1,1,1,1,4,2,0,1,0,1,0,5,1,24,6,10546,15,,0,1,0,1,0,0,0,0,0,0,0,1,1,Jim D,Waide III,Waide Chandler Fleitas,0,0,0,1,13409,2,,,,0,4,1,1,0,0,0,0,0,0,0,0,1,2,David P,Jaqua,The Kullman Fir m,0,0,,7,73005,2,,,,0,5,0,6,611,3,232,3,2,0,0,,,,,,,0,0,0,1,0,1,6,,,42,1981,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,532,3,3,1,1,565,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21204,2000,199,796,799,799,01/19/00,99-50610,1,1,1,1,1,1,0,3,0,0,0,5,1,43,2,10572,15,,0,1,0,1,0,0,0,0,0,0,0,1,2,Robert S,Clayman,Guerrier Edmond Clyamen,0,0,0,2,21006,2,,,,1,4,1,0,1,0,0,0,0,0,0,0,1,2,Ronald J,James,Squire Sanders Dempsey,0,0,,1,13409,2,,,,1,4,0,6,610,1,,,3,0,0,,,,,,,0,0,0,1,0,0,6,,,29,2102,,,56,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,565,1,,1,,563,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21205,2000,230,784,787,787,10/17/00,99-50692,1,1,1,2,1,2,0,1,0,0,0,5,2,43,2,10572,15,211 F 3d 126,0,1,1,0,0,0,0,0,0,0,0,99,1,Philip,Lynch,,0,0,0,7,71000,2,,,,0,8,1,0,0,0,1,0,0,0,0,0,1,1,Joseph H,Gay Jr,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,110,1,,,3,0,0,,,,,,,0,0,0,0,0,1,3,,,21,841,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,525,1,,1,,562,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21206,2000,203,333,350,350,02/03/00,98-40955,1,1,1,1,1,2,0,1,0,0,0,5,1,43,5,20596,15,,0,1,1,0,0,0,0,0,0,0,0,1,3,David L,Botsford,Canales Simonson,0,0,0,7,73800,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,2,James L,Turner,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,101,1,,,3,0,0,,,,,,,0,0,0,1,0,1,33,,,18,1958,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,541,1,,1,,561,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21207,2000,201,384,388,388,01/17/00,98-6034,3,1,1,1,1,1,0,11,0,0,0,5,1,24,6,10546,15,,0,8,7,1,0,0,0,0,0,0,0,1,1,David AM,Ware,David Ware and Associates,0,0,0,1,13910,2,7,73925,2,1,4,1,0,0,0,1,0,0,0,0,0,1,1,Nancy E,Friedman,US Department of Justice,0,0,,3,35005,2,,,,0,5,0,2,241,1,,,3,0,0,,,,,,,0,0,0,1,0,0,2,,,8,1101,8,1184,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,550,1,,1,,30546,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21208,2000,213,884,885,885,06/01/00,00-10367,1,1,1,1,8,2,0,10,0,0,0,5,2,43,6,99999,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Richard,Alley,Goza Mullen and Minick,0,0,0,7,72000,2,,,,0,4,1,0,0,0,0,0,0,1,43,0,99,99,,,,0,0,,5,57000,2,,,,0,8,0,1,158,1,,,3,0,0,,,,,,,1,0,0,1,0,0,1,,,28,2241,,,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,533,1,,1,,570,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21209,2000,209,780,783,783,05/01/00,99-11050,1,5,5,1,1,1,0,3,0,0,0,5,1,43,6,99999,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Alan S,Leibel,Boswell Kober,0,0,0,7,71000,2,,,,0,4,1,0,1,0,0,0,0,0,0,0,1,2,William G,Whitehall,Gardere Wynne,0,0,,1,14706,2,,,,0,4,0,6,612,1,736,1,3,0,0,,,,,,,0,0,0,1,0,0,2,,,29,1132,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,541,1,1,1,1,568,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21210,2000,211,927,932,932,05/09/00,98-40898,1,1,1,1,1,2,0,1,0,0,0,5,2,43,1,10536,15,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,71000,2,,,,0,1,1,0,0,0,1,0,0,0,0,0,1,1,Jame O,Jenkins,US Attorney,0,0,,3,39000,2,,,,0,4,0,1,110,3,,,3,0,0,,,,,,,2,0,0,2,0,2,8,,,28,2255,28,2254,,,,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,566,3,,1,,568,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21211,2000,213,198,209,209,05/26/00,98-11102,1,1,1,1,5,1,0,1,0,0,0,5,1,43,6,10524,15,,0,3,0,0,3,0,0,0,0,0,0,1,3,Robert B,Cousins Jr,Glast Phillips Murry,0,0,0,2,22009,2,,,,0,4,1,0,1,0,0,0,0,0,0,0,1,1,Barbara L,Emerson,Bellinger DeWolf,0,0,,1,11906,2,,,,0,4,0,7,744,2,,,3,0,0,,,,,,,0,0,0,1,0,0,5,,,15,1,36,371,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,513,2,,1,,30538,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21212,2000,200,291,307,307,01/05/00,97-50736,1,1,1,7,1,1,0,3,1,0,0,5,1,43,2,30575,15,,0,99,99,0,0,0,0,0,0,0,0,1,2,Larry R,Daves,Daves and Associated,0,0,0,7,71704,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Mark W,Pennak,US Department of Justice,0,0,,3,31003,2,,,,0,5,0,2,221,1,234,1,3,0,0,,,,,,,0,0,0,1,1,1,44,,,42,2000,,,56,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,532,1,1,1,1,564,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21213,2000,220,380,389,389,07/24/00,99-10012,1,1,1,7,1,1,0,3,0,0,0,5,1,43,6,10567,15,,0,99,99,0,0,0,0,0,0,0,0,1,1,Hal K,Gillespie,Gillespie Rozen Watsky,0,0,0,7,71000,2,,,,0,4,1,0,0,0,0,1,43,0,0,0,1,1,Dennis J,Eichelbaum,Schwartz Eichelbaum,0,0,,4,43008,2,,,,0,4,0,2,299,1,,,3,0,0,,,,,,,0,0,0,1,0,1,5,,,20,1681,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,517,1,,1,,563,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21214,2000,211,898,910,910,05/02/00,99-10096,1,1,1,1,1,2,0,11,0,0,0,5,1,43,6,10569,15,152 F 3d 443,0,2,2,0,0,0,0,0,0,0,0,1,2,Kenneth F,Hense,McGlynn Reed Hense Pecora,0,0,0,7,71000,2,7,71000,2,0,4,1,0,0,0,1,0,0,0,0,0,99,1,Delonia A,Watson,,0,0,,3,39000,2,,,,0,8,0,1,114,1,,,3,0,0,,,,,,,0,0,0,1,0,1,13,,,18,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,561,1,,1,,563,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
